timestamp,pm2_5,pm10,no2,so2,o3,co,temperature,humidity,wind_speed,wind_direction,pressure,aqi,hour,day_of_week,month,is_weekend,hour_sin,hour_cos,month_sin,month_cos,pm2_5_rolling_mean_6h,pm2_5_rolling_std_6h,pm2_5_rolling_mean_12h,pm2_5_rolling_std_12h,pm2_5_rolling_mean_24h,pm2_5_rolling_std_24h,pm10_rolling_mean_6h,pm10_rolling_std_6h,pm10_rolling_mean_12h,pm10_rolling_std_12h,pm10_rolling_mean_24h,pm10_rolling_std_24h,aqi_rolling_mean_6h,aqi_rolling_std_6h,aqi_rolling_mean_12h,aqi_rolling_std_12h,aqi_rolling_mean_24h,aqi_rolling_std_24h,pm2_5_lag_1h,pm2_5_lag_3h,pm2_5_lag_6h,pm2_5_lag_12h,pm2_5_lag_24h,pm10_lag_1h,pm10_lag_3h,pm10_lag_6h,pm10_lag_12h,pm10_lag_24h,aqi_lag_1h,aqi_lag_3h,aqi_lag_6h,aqi_lag_12h,aqi_lag_24h,aqi_change_rate_3h,aqi_change_rate_6h,aqi_change_rate_12h,aqi_target_24h,aqi_target_48h,aqi_target_72h
1704067200000,46.2,68.9,6.7,19.9,97.0,598.0,15.3,65,11.9,61,1016.7,127,0,0,1,0,0.0,1.0,0.49999999999999994,0.8660254037844387,46.2,0.0,46.2,0.0,46.2,0.0,68.9,0.0,68.9,0.0,68.9,0.0,127.0,0.0,127.0,0.0,127.0,0.0,,,,,,,,,,,,,,,,,,,87.0,113.0,95.0
1704070800000,47.1,70.1,14.8,20.4,89.0,689.0,14.9,67,12.4,60,1017.2,130,1,0,1,0,0.25881904510252074,0.9659258262890683,0.49999999999999994,0.8660254037844387,46.650000000000006,0.6363961030678893,46.650000000000006,0.6363961030678893,46.650000000000006,0.6363961030678893,69.5,0.8485281374238489,69.5,0.8485281374238489,69.5,0.8485281374238489,128.5,2.1213203435596424,128.5,2.1213203435596424,128.5,2.1213203435596424,46.2,,,,,68.9,,,,,127.0,,,,,,,,90.0,109.0,97.0
1704074400000,49.1,72.6,25.8,21.2,78.0,812.0,14.6,68,12.6,59,1018.1,134,2,0,1,0,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387,47.46666666666667,1.484362938547486,47.46666666666667,1.484362938547486,47.46666666666667,1.484362938547486,70.53333333333333,1.8876793513023642,70.53333333333333,1.8876793513023642,70.53333333333333,1.8876793513023642,130.33333333333334,3.5118845842842425,130.33333333333334,3.5118845842842425,130.33333333333334,3.5118845842842425,47.1,,,,,70.1,,,,,130.0,,,,,,,,97.0,112.0,103.0
1704078000000,51.8,76.1,31.8,22.2,77.0,887.0,15.2,66,13.0,51,1018.4,141,3,0,1,0,0.7071067811865476,0.7071067811865476,0.49999999999999994,0.8660254037844387,48.55,2.482606157515389,48.55,2.482606157515389,48.55,2.482606157515389,71.925,3.181587653986603,71.925,3.181587653986603,71.925,3.181587653986603,133.0,6.05530070819498,133.0,6.05530070819498,133.0,6.05530070819498,49.1,46.2,,,,72.6,68.9,,,,134.0,127.0,,,,4.666666666666667,,,109.0,121.0,110.0
1704081600000,53.0,77.5,28.3,23.6,95.0,872.0,17.6,57,12.0,44,1019.0,144,4,0,1,0,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,49.44,2.929675749976437,49.44,2.929675749976437,49.44,2.929675749976437,73.03999999999999,3.7159117319979487,73.03999999999999,3.7159117319979487,73.03999999999999,3.7159117319979487,135.2,7.19027120489902,135.2,7.19027120489902,135.2,7.19027120489902,51.8,47.1,,,,76.1,70.1,,,,141.0,130.0,,,,4.666666666666667,,,120.0,127.0,113.0
1704085200000,51.7,75.4,20.0,25.2,122.0,807.0,20.6,48,14.5,46,1019.3,141,5,0,1,0,0.9659258262890683,0.25881904510252074,0.49999999999999994,0.8660254037844387,49.81666666666666,2.7780688736362658,49.81666666666666,2.7780688736362658,49.81666666666666,2.7780688736362658,73.43333333333334,3.4604431315464033,73.43333333333334,3.4604431315464033,73.43333333333334,3.4604431315464033,136.16666666666666,6.853223086013375,136.16666666666666,6.853223086013375,136.16666666666666,6.853223086013375,53.0,49.1,,,,77.5,72.6,,,,144.0,134.0,,,,2.3333333333333335,,,126.0,130.0,113.0
1704088800000,48.9,71.5,13.0,26.2,144.0,738.0,23.2,39,15.0,46,1018.6,134,6,0,1,0,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,50.26666666666667,2.2420228961067012,49.68571428571429,2.5595758577210743,49.68571428571429,2.5595758577210743,73.86666666666667,2.895974217196469,73.15714285714286,3.242353642472879,73.15714285714286,3.242353642472879,137.33333333333334,5.42832079621928,135.85714285714286,6.309478885734054,135.85714285714286,6.309478885734054,51.7,51.8,46.2,,,75.4,76.1,68.9,,,141.0,141.0,127.0,,,-2.3333333333333335,1.1666666666666667,,129.0,118.0,103.0
1704092400000,44.2,65.7,9.6,26.3,154.0,669.0,25.1,31,14.0,42,1017.4,128,7,0,1,0,0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,49.78333333333333,3.1783119209207054,49.0,3.0622120855915345,49.0,3.0622120855915345,73.13333333333334,4.27114348467324,72.225,3.995265054679456,72.225,3.995265054679456,137.0,6.0000000000000036,134.875,6.46832943767444,134.875,6.46832943767444,48.9,53.0,47.1,,,71.5,77.5,70.1,,,134.0,144.0,130.0,,,-5.333333333333333,-0.3333333333333333,,143.0,116.0,103.0
1704096000000,37.3,57.0,7.6,25.8,159.0,594.0,26.2,26,12.9,36,1015.9,136,8,0,1,0,0.8660254037844387,-0.4999999999999998,0.49999999999999994,0.8660254037844387,47.81666666666666,6.04430861775494,47.7,4.838904834774085,47.7,4.838904834774085,70.53333333333335,7.882300848525553,70.53333333333333,6.3025788372697065,70.53333333333333,6.3025788372697065,137.33333333333334,5.853773711604054,135.0,6.062177826491071,135.0,6.062177826491071,44.2,51.7,49.1,,,65.7,75.4,72.6,,,128.0,141.0,134.0,,,-1.6666666666666667,0.3333333333333333,,153.0,142.0,123.0
1704099600000,32.7,51.6,6.9,25.4,159.0,541.0,26.9,25,11.2,33,1015.0,136,9,0,1,0,0.7071067811865476,-0.7071067811865475,0.49999999999999994,0.8660254037844387,44.63333333333333,8.179405031337337,46.2,6.581286601670933,46.2,6.581286601670933,66.45,10.373957778977125,68.64,8.435401590914328,68.64,8.435401590914328,136.5,5.576737397439473,135.1,5.724217559340899,135.1,5.724217559340899,37.3,48.9,51.8,,,57.0,71.5,76.1,,,136.0,134.0,141.0,,,0.6666666666666666,-0.8333333333333334,,154.0,151.0,135.0
